RESULTS

For the following solvents:
water  MeOH  EtOH  1PrOH  DMSO  DMA  DMF  PC  ACE  BuOH  EG  FA  MeCN  
We considered all the salts that could be formed with the following cations and anions:
Cations: Li  Na  K  Rb  Cs  
Anions: Cl  Br  I  

dGs
                     allparams_bound                     gamma_bound                      simple_unbound                      zeta_bound             
Ref dGs        error            result           error            result           error            result           error            result        
  -3.585        4.164           -7.749            4.434           -8.020            5.061           -8.646            3.601           -7.186     
   1.601        9.350           -7.749            9.127           -7.525            8.646           -7.044            8.721           -7.119     
  45.889       -3.232           49.121           -3.326           49.215           -3.188           49.077           -2.873           48.762     
  48.518       -0.603           49.121           -0.268           48.787            1.120           47.398           -0.174           48.692     
  53.537        4.416           49.121            4.329           49.209            4.579           48.958            4.780           48.757     
  20.555       -2.500           23.055           -2.486           23.040           -1.518           22.073           -1.071           21.626     
  23.184        0.129           23.055            0.571           22.612            2.790           20.393            1.628           21.556     
  28.203        5.148           23.055            5.168           23.034            6.249           21.953            6.582           21.621     
   5.019        0.136            4.883            0.043            4.976            0.166            4.853            0.697            4.322     
   7.648        2.766            4.883            3.100            4.548            4.475            3.173            3.396            4.252     
  12.667        7.785            4.883            7.697            4.970            7.934            4.733            8.351            4.317     
  -0.478       -1.143            0.665           -1.238            0.760           -1.146            0.668           -0.594            0.116     
   2.151        1.487            0.664            1.819            0.332            3.163           -1.012            2.105            0.046     
   7.170        6.506            0.665            6.416            0.754            6.622            0.549            7.059            0.111     
  -5.975       -1.854           -4.121           -1.973           -4.002           -2.094           -3.881           -1.521           -4.455     
  -3.346        0.775           -4.121            1.084           -4.430            2.214           -5.560            1.178           -4.525     
   1.673        5.794           -4.121            5.681           -4.008            5.673           -4.000            6.133           -4.460     
  11.711       -9.366           21.077           -9.369           21.081           -9.490           21.201           -8.812           20.524     
  16.730       -4.346           21.077           -4.279           21.010           -2.998           19.729           -3.732           20.462     
  25.335        4.258           21.077            4.267           21.068            4.257           21.078            4.816           20.519     
  -5.497       -8.781            3.283           -8.869            3.372           -9.684            4.187           -8.924            3.427     
  -0.478       -3.761            3.283           -3.779            3.301           -3.193            2.715           -3.844            3.366     
   8.126        4.843            3.283            4.767            3.359            4.062            4.064            4.704            3.422     
 -11.711      -10.890           -0.821          -10.975           -0.737          -11.776            0.064          -10.995           -0.716     
  -6.692       -5.871           -0.821           -5.884           -0.808           -5.284           -1.408           -5.915           -0.777     
   1.912        2.733           -0.821            2.662           -0.750            1.971           -0.059            2.633           -0.721     
 -16.252      -10.861           -5.391          -10.956           -5.297          -11.885           -4.367          -11.083           -5.169     
 -11.233       -5.842           -5.391           -5.866           -5.368           -5.394           -5.840           -6.003           -5.231     
  -2.629        2.762           -5.391            2.681           -5.310            1.861           -4.491            2.545           -5.174     
  35.875      -10.950           46.825          -11.103           46.978          -11.979           47.853          -11.527           47.402     
  41.659       -5.166           46.825           -5.161           46.820           -4.672           46.330           -5.680           47.339     
  50.191        3.366           46.825            3.225           46.966            2.461           47.731            2.794           47.397     
  11.018       -9.775           20.793           -9.817           20.835           -9.849           20.867           -9.266           20.284     
  16.802       -3.991           20.793           -3.875           20.677           -2.542           19.344           -3.419           20.221     
  25.335        4.542           20.793            4.511           20.823            4.590           20.744            5.056           20.279     
  -6.023       -9.053            3.030           -9.178            3.155           -9.893            3.870           -9.227            3.204     
  -0.239       -3.269            3.030           -3.236            2.997           -2.586            2.347           -3.379            3.140     
   8.294        5.264            3.030            5.150            3.143            4.546            3.747            5.095            3.199     
  40.320       -7.449           47.769           -7.551           47.872           -8.248           48.569           -7.722           48.043     
  45.817       -1.951           47.769           -1.929           47.747           -1.248           47.065           -2.162           47.980     
  54.087        6.318           47.769            6.228           47.859            5.642           48.446            6.050           48.037     
  14.508       -7.211           21.718           -7.204           21.712           -7.065           21.572           -6.407           20.914     
  20.005       -1.714           21.718           -1.582           21.587           -0.064           20.069           -0.847           20.852     
  28.274        6.556           21.718            6.575           21.699            6.825           21.449            7.365           20.909     
  -3.346       -7.154            3.808           -7.240            3.894           -7.841            4.495           -7.100            3.754     
   2.151       -1.657            3.808           -1.618            3.769           -0.840            2.991           -1.540            3.691     
  10.421        6.613            3.808            6.540            3.881            6.049            4.372            6.672            3.749     
  -8.676       -8.344           -0.332           -8.427           -0.249           -9.028            0.352           -8.267           -0.409     
  -3.179       -2.846           -0.332           -2.805           -0.374           -2.028           -1.151           -2.707           -0.471     
   5.091        5.423           -0.332            5.352           -0.262            4.861            0.229            5.505           -0.414     
 -13.934       -8.965           -4.969           -9.063           -4.871           -9.819           -4.115           -9.036           -4.898     
  -8.437       -3.468           -4.969           -3.441           -4.996           -2.818           -5.619           -3.476           -4.961     
  -0.167        4.801           -4.969            4.717           -4.884            4.071           -4.238            4.736           -4.903     
  37.906       -1.745           39.652           -2.137           40.043           -3.702           41.609           -4.344           42.251     
  41.539        1.888           39.651            2.237           39.302            1.791           39.748           -0.634           42.173     
  47.156        7.504           39.652            7.094           40.062            5.652           41.504            4.910           42.246     
  16.539        2.584           13.955            2.323           14.216            1.734           14.805            1.223           15.316     
  20.172        6.217           13.955            6.697           13.475            7.227           12.945            4.933           15.239     
  25.789       11.833           13.955           11.554           14.235           11.088           14.701           10.477           15.312     
   0.860        3.422           -2.561            3.154           -2.294            2.374           -1.513            1.942           -1.082     
   4.493        7.055           -2.561            7.528           -3.034            7.867           -3.374            5.653           -1.159     
  10.110       12.671           -2.561           12.384           -2.275           11.728           -1.618           11.196           -1.086     
  -4.374        1.870           -6.244            1.633           -6.007            1.033           -5.407            0.621           -4.994     
  -0.741        5.503           -6.244            6.006           -6.747            6.526           -7.267            4.331           -5.072     
   4.876       11.120           -6.244           10.863           -5.988           10.387           -5.512            9.875           -4.999     
  -9.656        0.437          -10.093            0.234           -9.889           -0.210           -9.446           -0.603           -9.053     
  -6.023        4.070          -10.093            4.607          -10.630            5.283          -11.306            3.108           -9.131     
  -0.406        9.687          -10.093            9.464           -9.870            9.144           -9.550            8.651           -9.057     

Statistical Summary dG-+
                     allparams_bound                     gamma_bound                      simple_unbound                      zeta_bound             
Unsigned Error             -0.000                            0.001                             0.000                             0.000                
RMSD                       5.961                             5.977                             6.084                             6.023                
CV                         5.140                             5.159                             5.130                             5.187                
AIC                       676.100                           673.136                           675.688                           675.982               
dAIC                       2.964                             0.000                             2.553                             2.846                
AICc                     676.569                           673.357                           675.754                           676.203               
dAICc                     3.212                             0.000                             2.397                             2.846                
