RESULTS

For the following solvents:
water  MeOH  EtOH  1PrOH  DMSO  DMA  DMF  PC  ACE  BuOH  EG  FA  MeCN  
We considered all the salts that could be formed with the following cations and anions:
Cations: Li  Na  K  Rb  Cs  
Anions: F  Cl  Br  I  

dGs
                     allparams_bound                     gamma_bound                      simple_unbound                      zeta_bound             
Ref dGs        error            result           error            result           error            result           error            result        
 -11.472       -2.139           -9.334           -2.168           -9.304           -5.756           -5.716           -4.947           -6.526     
  -6.214       -2.262           -3.952           -2.180           -4.034            0.959           -7.173            0.312           -6.526     
   2.151       12.264          -10.113           12.235          -10.084            7.989           -5.838            8.677           -6.526     
 -16.491       -2.914          -13.578           -2.959          -13.532           -6.390          -10.101           -5.529          -10.962     
 -11.233       -3.037           -8.196           -2.972           -8.262            0.326          -11.559           -0.271          -10.962     
  -2.868       11.489          -14.358           11.444          -14.312            7.355          -10.224            8.094          -10.962     
  48.088        0.934           47.154            0.717           47.371            2.301           45.787            2.988           45.100     
  50.813       -3.105           53.918           -3.108           53.921            6.309           44.504            5.713           45.100     
  57.457       11.066           46.391           10.851           46.606           11.790           45.667           12.357           45.100     
  21.654       -1.577           23.231           -1.821           23.475            2.596           19.058            3.592           18.062     
  24.379       -5.616           29.995           -5.647           30.026            6.604           17.775            6.317           18.062     
  31.023        8.555           22.468            8.313           22.710           12.085           18.938           12.961           18.062     
   4.565        4.227            0.338            4.050            0.515            2.717            1.848            3.911            0.654     
   7.290        0.188            7.102            0.224            7.065            6.725            0.565            6.636            0.654     
  13.934       14.359           -0.425           14.184           -0.250           12.206            1.728           13.281            0.654     
  -1.410        2.879           -4.290            2.707           -4.117            0.934           -2.344            2.177           -3.587     
   1.315       -1.160            2.474           -1.119            2.434            4.942           -3.627            4.902           -3.587     
   7.959       13.012           -5.053           12.840           -4.882           10.423           -2.464           11.546           -3.587     
  -6.262        3.915          -10.177            3.751          -10.013            0.695           -6.957            1.992           -8.254     
  -3.537       -0.124           -3.414           -0.074           -3.463            4.703           -8.240            4.716           -8.254     
   3.107       14.048          -10.941           13.885          -10.778           10.184           -7.077           11.361           -8.254     
  53.035        6.996           46.039            6.846           46.189            8.155           44.880            8.707           44.329     
  56.644        4.465           52.180            4.482           52.162           13.126           43.518           12.316           44.329     
  60.230       14.967           45.262           14.818           45.412           15.471           44.758           15.901           44.329     
  25.335        3.265           22.069            3.088           22.247            7.190           18.145            8.050           17.284     
  28.944        0.734           28.210            0.724           28.220           12.161           16.783           11.659           17.284     
  32.529       11.236           21.292           11.060           21.469           14.506           18.023           15.244           17.284     
   8.270        8.629           -0.360            8.513           -0.243            7.270            0.999            8.329           -0.059     
  11.879        6.098            5.781            6.149            5.730           12.241           -0.363           11.938           -0.059     
  15.464       16.600           -1.137           16.484           -1.020           14.586            0.877           15.523           -0.059     
   1.888        6.740           -4.851            6.625           -4.736            5.063           -3.175            6.169           -4.281     
   5.497        4.208            1.289            4.261            1.237           10.034           -4.536            9.778           -4.281     
   9.082       14.711           -5.628           14.596           -5.514           12.379           -3.296           13.363           -4.281     
  -3.848        6.584          -10.432            6.473          -10.321            3.897           -7.745            5.056           -8.904     
  -0.239        4.053           -4.292            4.109           -4.348            8.868           -9.107            8.665           -8.904     
   3.346       14.555          -11.209           14.445          -11.099           11.213           -7.867           12.250           -8.904     
  22.323      -21.851           44.174          -21.999           44.323          -22.080           44.403          -21.502           43.825     
  51.554        6.619           44.935            6.502           45.052            7.251           44.303            7.729           43.825     
  54.876        4.073           50.803            4.103           50.773           11.969           42.907           11.051           43.825     
  60.182       16.027           44.155           15.910           44.272           16.001           44.181           16.357           43.825     
  -5.832      -26.020           20.188          -26.195           20.363          -23.497           17.666          -22.610           16.778     
  23.399        2.451           20.948            2.307           21.092            5.833           17.565            6.620           16.778     
  26.721       -0.096           26.817           -0.092           26.813           10.552           16.169            9.943           16.778     
  32.027       11.859           20.168           11.715           20.312           14.583           17.443           15.249           16.778     
 -23.160      -21.271           -1.889          -21.390           -1.769          -23.729            0.569          -22.644           -0.516     
   6.071        7.200           -1.129            7.111           -1.040            5.602            0.469            6.587           -0.516     
   9.393        4.653            4.740            4.712            4.681           10.320           -0.928            9.909           -0.516     
  14.699       16.608           -1.909           16.519           -1.820           14.352            0.346           15.215           -0.516     
 -28.394      -22.118           -6.276          -22.237           -6.156          -24.804           -3.590          -23.670           -4.724     
   0.837        6.352           -5.516            6.264           -5.427            4.527           -3.691            5.560           -4.724     
   4.159        3.806            0.353            3.865            0.294            9.246           -5.087            8.882           -4.724     
   9.465       15.760           -6.296           15.672           -6.207           13.277           -3.813           14.188           -4.724     
 -33.485      -21.853          -11.632          -21.972          -11.512          -25.355           -8.130          -24.170           -9.315     
  -4.254        6.617          -10.872            6.529          -10.783            3.976           -8.230            5.061           -9.315     
  -0.932        4.071           -5.003            4.130           -5.062            8.694           -9.626            8.383           -9.315     
   4.374       16.025          -11.651           15.937          -11.563           12.726           -8.352           13.689           -9.315     
  12.476      -21.948           34.425          -21.842           34.318          -26.480           38.956          -26.706           39.182     
  38.480        3.542           34.938            3.661           34.818           -0.345           38.825           -0.702           39.182     
  42.352        3.959           38.393            4.049           38.303            5.228           37.124            3.170           39.182     
  47.538       13.319           34.219           13.444           34.095            8.828           38.710            8.356           39.182     
 -10.660      -21.613           10.954          -21.541           10.882          -22.949           12.290          -22.867           12.207     
  15.344        3.877           11.467            3.962           11.382            3.186           12.158            3.137           12.207     
  19.216        4.294           14.922            4.349           14.867            8.758           10.458            7.009           12.207     
  24.403       13.654           10.748           13.744           10.659           12.359           12.044           12.195           12.207     
 -25.406      -18.143           -7.264          -18.075           -7.332          -21.133           -4.274          -20.859           -4.547     
   0.598        7.348           -6.750            7.428           -6.831            5.003           -4.405            5.145           -4.547     
   4.469        7.765           -3.296            7.815           -3.346           10.575           -6.106            9.017           -4.547     
   9.656       17.125           -7.469           17.210           -7.555           14.175           -4.519           14.203           -4.547     
 -29.398      -18.973          -10.425          -18.924          -10.474          -21.134           -8.263          -20.814           -8.583     
  -3.394        6.517           -9.911            6.579           -9.973            5.001           -8.395            5.189           -8.583     
   0.478        6.935           -6.457            6.966           -6.488           10.573          -10.095            9.061           -8.583     
   5.664       16.295          -10.630           16.361          -10.697           14.174           -8.509           14.248           -8.583     
 -33.461      -19.983          -13.478          -19.969          -13.492          -20.977          -12.484          -20.608          -12.853     
  -7.457        5.507          -12.964            5.534          -12.991            5.159          -12.616            5.396          -12.853     
  -3.585        5.925           -9.510            5.921           -9.506           10.731          -14.316            9.268          -12.853     
   1.601       15.285          -13.683           15.316          -13.715           14.331          -12.730           14.454          -12.853     
  45.889       -0.497           46.386           -0.501           46.390            3.052           42.837            3.067           42.822     
  48.518       -1.622           50.140           -1.634           50.153            7.344           41.175            5.696           42.822     
  53.537        7.899           45.638            7.897           45.640           10.818           42.719           10.715           42.822     
  20.555       -1.842           22.397           -1.873           22.428            4.455           16.099            4.780           15.775     
  23.184       -2.967           26.151           -3.006           26.190            8.747           14.437            7.409           15.775     
  28.203        6.554           21.649            6.525           21.677           12.221           15.981           12.428           15.775     
   5.019        4.360            0.659            4.379            0.641            5.970           -0.951            6.491           -1.472     
   7.648        3.235            4.414            3.245            4.403           10.261           -2.613            9.120           -1.472     
  12.667       12.756           -0.088           12.777           -0.110           13.736           -1.069           14.139           -1.472     
  -0.478        3.136           -3.614            3.153           -3.631            4.616           -5.094            5.185           -5.663     
   2.151        2.011            0.140            2.020            0.131            8.908           -6.757            7.814           -5.663     
   7.170       11.532           -4.361           11.551           -4.381           12.382           -5.212           12.834           -5.663     
  -5.975        2.739           -8.714            2.753           -8.728            3.623           -9.598            4.244          -10.219     
  -3.346        1.614           -4.960            1.620           -4.966            7.915          -11.261            6.873          -10.219     
   1.673       11.135           -9.462           11.151           -9.478           11.389           -9.716           11.892          -10.219     
  11.711       -3.110           14.821           -3.158           14.869           -3.525           15.236           -2.956           14.667     
  16.730       -3.470           20.200           -3.406           20.137            2.952           13.778            2.063           14.667     
  25.335       11.293           14.041           11.245           14.089           10.220           15.114           10.668           14.667     
  -5.497       -0.058           -5.439           -0.079           -5.418           -3.888           -1.609           -3.124           -2.373     
  -0.478       -0.418           -0.060           -0.328           -0.150            2.589           -3.067            1.895           -2.373     
   8.126       14.345           -6.218           14.324           -6.198            9.858           -1.731           10.500           -2.373     
 -11.711       -2.443           -9.269           -2.472           -9.239           -6.020           -5.692           -5.209           -6.503     
  -6.692       -2.803           -3.890           -2.721           -3.972            0.457           -7.149           -0.189           -6.503     
   1.912       11.960          -10.048           11.931          -10.019            7.726           -5.814            8.415           -6.503     
 -16.252       -2.723          -13.530           -2.768          -13.484           -6.173          -10.079           -5.311          -10.941     
 -11.233       -3.083           -8.151           -3.017           -8.216            0.304          -11.537           -0.292          -10.941     
  -2.629       11.680          -14.309           11.635          -14.264            7.572          -10.202            8.312          -10.941     
   7.768      -30.482           38.250          -30.500           38.268          -33.971           41.738          -33.693           41.461     
  35.875       -3.037           38.912           -3.032           38.907           -5.751           41.626           -5.586           41.461     
  41.659       -2.235           43.894           -2.147           43.806            1.541           40.118            0.198           41.461     
  50.191       12.054           38.137           12.060           38.131            8.687           41.504            8.730           41.461     
 -17.089      -31.482           14.393          -31.529           14.440          -32.107           15.018          -31.521           14.432     
  11.018       -4.037           15.055           -4.060           15.078           -3.888           14.906           -3.414           14.432     
  16.802       -3.235           20.037           -3.176           19.978            3.404           13.398            2.370           14.432     
  25.335       11.055           14.280           11.032           14.302           10.550           14.784           10.902           14.432     
 -34.130      -28.380           -5.751          -28.401           -5.729          -32.319           -1.811          -31.538           -2.592     
  -6.023       -0.935           -5.088           -0.932           -5.090           -4.099           -1.924           -3.431           -2.592     
  -0.239       -0.133           -0.106           -0.048           -0.191            3.193           -3.432            2.353           -2.592     
   8.294       14.157           -5.863           14.160           -5.866           10.339           -2.045           10.885           -2.592     
  13.145      -26.889           40.035          -26.936           40.082          -29.299           42.444          -28.951           42.096     
  40.320       -0.395           40.716           -0.417           40.738           -2.013           42.334           -1.776           42.096     
  45.817       -0.032           45.849            0.040           45.778            4.973           40.845            3.722           42.096     
  54.087       14.149           39.938           14.128           39.959           11.875           42.212           11.991           42.096     
 -12.667      -28.773           16.106          -28.848           16.181          -28.382           15.714          -27.725           15.057     
  14.508       -2.279           16.787           -2.329           16.836           -1.096           15.604           -0.550           15.057     
  20.005       -1.916           21.920           -1.872           21.877            5.890           14.115            4.948           15.057     
  28.274       12.265           16.009           12.216           16.058           12.792           15.482           13.217           15.057     
 -30.521      -25.911           -4.611          -25.951           -4.570          -29.327           -1.194          -28.474           -2.047     
  -3.346        0.583           -3.930            0.568           -3.914           -2.041           -1.305           -1.299           -2.047     
   2.151        0.947            1.204            1.025            1.126            4.945           -2.794            4.198           -2.047     
  10.421       15.128           -4.707           15.113           -4.692           11.847           -1.427           12.468           -2.047     
 -35.851      -27.271           -8.580          -27.318           -8.533          -30.555           -5.296          -29.655           -6.196     
  -8.676       -0.777           -7.899           -0.798           -7.877           -3.270           -5.406           -2.480           -6.196     
  -3.179       -0.413           -2.765           -0.342           -2.837            3.716           -6.895            3.017           -6.196     
   5.091       13.768           -8.677           13.747           -8.656           10.619           -5.528           11.287           -6.196     
 -41.109      -28.010          -13.099          -28.069          -13.040          -31.389           -9.720          -30.438          -10.671     
 -13.934       -1.516          -12.418           -1.550          -12.384           -4.104           -9.830           -3.263          -10.671     
  -8.437       -1.152           -7.285           -1.093           -7.344            2.882          -11.319            2.234          -10.671     
  -0.167       13.029          -13.196           12.995          -13.162            9.784           -9.952           10.503          -10.671     
   9.202      -18.944           28.146          -18.746           27.948          -26.387           35.589          -27.173           36.375     
  37.906        9.363           28.543            9.565           28.341            2.464           35.443            1.532           36.375     
  41.539       10.664           30.875           10.753           30.786            7.939           33.601            5.164           36.375     
  47.156       19.246           27.910           19.459           27.697           11.817           35.339           10.781           36.375     
 -12.165      -17.764            5.598          -17.615            5.449          -21.215            9.050          -21.695            9.529     
  16.539       10.543            5.996           10.697            5.843            7.635            8.904            7.010            9.529     
  20.172       11.844            8.328           11.885            8.288           13.110            7.062           10.643            9.529     
  25.789       20.426            5.363           20.590            5.198           16.989            8.800           16.259            9.529     
 -27.844      -18.161           -9.684          -18.061           -9.783          -20.736           -7.108          -21.029           -6.815     
   0.860       10.147           -9.286           10.250           -9.390            8.114           -7.254            7.675           -6.815     
   4.493       11.447           -6.954           11.438           -6.945           13.589           -9.096           11.308           -6.815     
  10.110       20.029           -9.919           20.144          -10.034           17.467           -7.357           16.925           -6.815     
 -33.078      -21.209          -11.870          -21.143          -11.935          -22.116          -10.963          -22.364          -10.715     
  -4.374        7.098          -11.472            7.168          -11.542            6.735          -11.109            6.341          -10.715     
  -0.741        8.399           -9.140            8.356           -9.097           12.210          -12.951            9.974          -10.715     
   4.876       16.981          -12.105           17.062          -12.186           16.088          -11.212           15.590          -10.715     
 -38.360      -25.042          -13.318          -25.037          -13.324          -23.399          -14.962          -23.601          -14.760     
  -9.656        3.265          -12.921            3.275          -12.931            5.452          -15.108            5.104          -14.760     
  -6.023        4.566          -10.589            4.463          -10.486           10.927          -16.950            8.737          -14.760     
  -0.406       13.148          -13.554           13.169          -13.575           14.805          -15.211           14.354          -14.760     

Statistical Summary dG-+
                     allparams_bound                     gamma_bound                      simple_unbound                      zeta_bound             
Unsigned Error             -0.132                            0.000                             0.000                             -0.000               
RMSD                       13.552                            13.552                            14.296                            14.103               
CV                         10.226                            10.192                            11.024                            10.791               
AIC                       1179.713                          1175.731                          1195.676                          1193.578              
dAIC                       3.982                             0.000                             19.945                            17.847               
AICc                     1180.100                          1175.914                          1195.731                          1193.760              
dAICc                     4.186                             0.000                             19.817                            17.847               
