RESULTS

For the following solvents:
water  MeOH  EtOH  1PrOH  DMSO  DMA  DMF  PC  ACE  BuOH  EG  FA  MeCN  
We considered all the salts that could be formed with the following cations and anions:
Cations: Li  Na  K  Rb  Cs  
Anions: I  

dGs
                     allparams_bound                     gamma_bound                      simple_unbound                      zeta_bound             
Ref dGs        error            result           error            result           error            result           error            result        
   3.248        4.779           -1.531            5.111           -1.863            5.083           -1.835            5.852           -2.604     
   7.658        5.377            2.281            5.172            2.487            9.257           -1.599            5.004            2.654     
   9.154        5.619            3.535            5.564            3.590           10.688           -1.534            5.260            3.894     
   9.080        4.948            4.132            5.189            3.891           10.454           -1.374            4.235            4.845     
 -15.992       -2.766          -13.226           -2.202          -13.790          -14.155           -1.837           -3.034          -12.958     
  -5.213       -4.046           -1.166           -3.283           -1.929           -3.332           -1.881           -2.381           -2.832     
  -0.970       -3.607            2.637           -3.343            2.373            0.670           -1.640           -3.367            2.397     
 -18.454       -4.799          -13.655           -4.108          -14.345          -16.805           -1.649           -4.878          -13.575     
  -6.718       -5.129           -1.590           -4.263           -2.456           -5.022           -1.697           -3.287           -3.431     
  -1.663       -3.920            2.257           -3.742            2.079           -0.181           -1.482           -3.606            1.943     
  -1.052       -4.573            3.522           -4.291            3.239            0.372           -1.424           -4.270            3.218     
  -0.409       -4.546            4.138           -4.054            3.645            0.867           -1.276           -4.644            4.235     
  -6.981        7.290          -14.271            4.461          -11.443           -3.809           -3.172            4.341          -11.323     
   0.308        2.620           -2.311            0.422           -0.114            3.462           -3.154            1.838           -1.529     
   3.189        2.068            1.121            0.975            2.213            5.871           -2.682            0.722            2.467     
   3.705        1.455            2.250            1.056            2.649            6.243           -2.539            0.415            3.290     
   4.371        1.740            2.632            2.564            1.808            6.617           -2.246            0.844            3.528     

Statistical Summary dGs
                     allparams_bound                     gamma_bound                      simple_unbound                      zeta_bound             
Unsigned Error             -0.001                            0.000                             -0.000                            -0.000               
RMSD                       3.218                             3.309                             7.320                             3.438                
CV                         3.067                             3.082                             5.826                             3.171                
AIC                       156.917                           156.372                           250.834                           161.133               
dAIC                       0.545                             0.000                             94.462                            4.761                
AICc                     158.445                           157.074                           251.038                           161.835               
dAICc                     1.371                             0.000                             93.964                            4.761                


dG-+
                     allparams_bound                     gamma_bound                      simple_unbound                      zeta_bound             
Ref dG-+       error            result           error            result           error            result           error            result        
  49.952        1.258           48.695            1.337           48.615            1.241           48.711            0.357           49.596     
  24.618        1.258           23.360            1.469           23.149            2.742           21.875            1.960           22.658     
   7.648        1.310            6.338            1.482            6.166            2.268            5.380            1.548            6.100     
   2.151       -0.491            2.642           -0.286            2.437            0.725            1.426            0.021            2.130     
  -3.346       -2.065           -1.281           -1.820           -1.526           -0.631           -2.715           -1.320           -2.026     
  50.980       -0.834           51.814           -0.858           51.838           -2.077           53.057           -2.142           53.122     
  24.689       -1.527           26.216           -1.438           26.127           -1.423           26.112           -1.385           26.074     
   7.385       -0.739            8.124           -0.765            8.151           -1.787            9.172           -1.685            9.070     
   1.601       -2.474            4.075           -2.493            4.094           -3.470            5.071           -3.352            4.953     
  -3.681       -3.220           -0.461           -3.244           -0.437           -4.357            0.676           -4.222            0.542     
  50.837       -1.392           52.229           -1.427           52.264           -2.641           53.477           -2.642           53.479     
  24.403       -2.213           26.616           -2.137           26.539           -2.123           26.526           -2.023           26.425     
   7.314       -1.108            8.421           -1.155            8.468           -2.230            9.543           -2.064            9.378     
   1.530       -2.810            4.340           -2.852            4.381           -3.899            5.429           -3.718            5.248     
  -3.848       -3.592           -0.256           -3.642           -0.206           -4.857            1.009           -4.659            0.811     
  51.864       -0.094           51.958           -0.143           52.007           -1.767           53.631           -1.715           53.579     
  25.096       -1.248           26.344           -1.186           26.282           -1.584           26.679           -1.429           26.525     
   8.126       -0.013            8.139           -0.075            8.201           -1.566            9.692           -1.347            9.474     
   2.151       -1.902            4.053           -1.959            4.110           -3.425            5.576           -3.191            5.342     
  -2.868       -2.318           -0.550           -2.384           -0.484           -4.021            1.153           -3.770            0.902     
  57.457        0.649           56.808            0.498           56.959           -0.068           57.525            0.444           57.013     
  31.023       -0.152           31.175           -0.194           31.217            0.457           30.566            1.072           29.951     
  13.934        1.857           12.077            1.628           12.307            0.726           13.208            1.407           12.527     
   7.959        0.238            7.721           -0.006            7.965           -1.020            8.979           -0.324            8.283     
   3.107        0.542            2.566            0.249            2.858           -1.219            4.327           -0.505            3.612     
  60.230        3.878           56.351            3.774           56.456            3.621           56.609            3.988           56.242     
  32.529        1.826           30.703            1.830           30.699            2.886           29.643            3.356           29.173     
  15.464        3.703           11.761            3.531           11.933            3.114           12.350            3.650           11.814     
   9.082        1.632            7.450            1.449            7.633            0.942            8.140            1.494            7.588     
   3.346        0.948            2.398            0.724            2.622           -0.184            3.530            0.385            2.961     
  60.182        4.409           55.772            4.324           55.858            4.155           56.027            4.444           55.737     
  32.027        1.908           30.119            1.931           30.096            2.969           29.058            3.360           28.666     
  14.699        3.404           11.294            3.259           11.439            2.885           11.814            3.342           11.357     
   9.465        2.446            7.019            2.292            7.173            1.846            7.619            2.319            7.146     
   4.374        2.332            2.042            2.142            2.232            1.333            3.041            1.824            2.550     
  47.538       -3.050           50.588           -2.998           50.537           -2.970           50.509           -3.552           51.090     
  24.403       -0.705           25.107           -0.532           24.935            0.790           23.612            0.311           24.092     
   9.656        2.078            7.578            2.175            7.481            2.750            6.906            2.334            7.322     
   5.664        1.951            3.714            2.069            3.596            2.783            2.882            2.382            3.282     
   1.601        2.092           -0.490            2.229           -0.628            2.977           -1.375            2.592           -0.991     
  53.537       -4.113           57.650           -4.090           57.627           -1.015           54.552           -1.196           54.733     
  28.203       -3.793           31.996           -3.662           31.864            0.619           27.584            0.540           27.662     
  12.667       -0.618           13.285           -0.647           13.314            2.281           10.387            2.267           10.400     
   7.170       -1.878            9.048           -1.912            9.083            0.963            6.207            0.965            6.205     
   1.673       -2.484            4.157           -2.548            4.221            0.008            1.665            0.028            1.645     
  25.335       -1.078           26.413           -1.016           26.351           -1.374           26.709           -1.219           26.553     
   8.126       -0.072            8.198           -0.134            8.261           -1.592            9.718           -1.372            9.498     
   1.912       -2.197            4.109           -2.255            4.167           -3.689            5.601           -3.453            5.365     
  -2.629       -2.129           -0.500           -2.196           -0.433           -3.804            1.175           -3.551            0.922     
  50.191       -2.162           52.353           -2.187           52.379           -3.135           53.327           -3.180           53.371     
  25.335       -1.408           26.743           -1.322           26.657           -1.042           26.376           -0.984           26.318     
   8.294       -0.274            8.568           -0.309            8.603           -1.108            9.402           -0.986            9.279     
  54.087        0.653           53.434            0.616           53.471            0.047           54.040            0.080           54.007     
  28.274        0.475           27.800            0.548           27.726            1.194           27.080            1.330           26.944     
  10.421        0.989            9.432            0.927            9.494            0.395           10.026            0.596            9.825     
   5.091       -0.205            5.296           -0.266            5.357           -0.798            5.889           -0.581            5.672     
  -0.167       -0.767            0.600           -0.844            0.677           -1.594            1.427           -1.361            1.193     
  47.156        0.098           47.058            0.199           46.957            0.048           47.108           -1.125           48.280     
  25.789        3.902           21.887            4.146           21.643            5.448           20.341            4.378           21.411     
  10.110        4.767            5.343            5.007            5.103            6.066            4.044            5.058            5.052     
   4.876        3.070            1.806            3.354            1.522            4.720            0.155            3.727            1.149     
  -0.406        1.454           -1.860            1.796           -2.202            3.472           -3.878            2.493           -2.900     

Statistical Summary dG-+
                     allparams_bound                     gamma_bound                      simple_unbound                      zeta_bound             
Unsigned Error             -0.000                            -0.000                            -0.000                            -0.000               
RMSD                       2.154                             2.160                             2.582                             2.459                
CV                         1.931                             1.898                             2.216                             2.138                
AIC                       107.122                           103.471                           121.602                           119.549               
dAIC                       3.651                             0.000                             18.130                            16.078               
AICc                     108.649                           104.173                           121.805                           120.251               
dAICc                     4.476                             0.000                             17.632                            16.078               
